CRASH DATE,CRASH TIME,CRASH_DATETIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,COLLISION_ID,UNIQUE_ID,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,COMPLAINT,PED_ROLE,PERSON_SEX,YEAR,INJURY_TYPE
2021-05-02,13:07:00,2021-05-02 13:07:00,QUEENS,11101,40.746296,-73.93041,"(40.746296, -73.93041)",43 AVENUE,34 STREET,1.0,0.0,0,0,0,0,1,0,UNSAFE SPEED,DRIVER INATTENTION/DISTRACTION,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4412524,11824530,41734C6E-E3DA-4126-B285-DC734F4360D2,OCCUPANT,UNSPECIFIED,19989395.0,38.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",UNKNOWN,DOES NOT APPLY,PASSENGER,M,2021,MOTORIST
2021-12-07,10:30:00,2021-12-07 10:30:00,BROOKLYN,11207,40.65452,-73.882225,"(40.65452, -73.882225)",FLATLANDS AVENUE,VAN SICLEN AVENUE,0.0,0.0,0,0,0,0,0,0,TURNING IMPROPERLY,UNSPECIFIED,VAN,STATION WAGON/SPORT UTILITY VEHICLE,4488549,12069034,7A08FDD9-90FC-4392-A45A-7CA2A45133C6,OCCUPANT,UNSPECIFIED,20131604.0,,,,,,,,REGISTRANT,,2021,MOTORIST
2021-12-19,13:15:00,2021-12-19 13:15:00,NONE,,40.747574,-73.76147,"(40.747574, -73.76147)",LONG ISLAND EXPRESSWAY,,2.0,0.0,0,0,0,0,2,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,4487691,12065670,7C58C354-17FA-4589-97E9-9C3BE446F095,OCCUPANT,UNSPECIFIED,20129648.0,22.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-12-19,22:49:00,2021-12-19 22:49:00,MANHATTAN,10011,40.745293,-73.9985,"(40.745293, -73.9985)",WEST 23 STREET,8 AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,4487859,12064978,5E74F7E1-9227-434D-8365-11AC0E06A233,OCCUPANT,UNSPECIFIED,20129248.0,44.0,,,,,,,REGISTRANT,F,2021,MOTORIST
2021-09-19,16:19:00,2021-09-19 16:19:00,NONE,,40.76635,-73.95103,"(40.76635, -73.95103)",FDR DRIVE,,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,FOLLOWING TOO CLOSELY,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4458939,11954893,C5E4E920-0413-4187-8275-583839B9E305,OCCUPANT,UNSPECIFIED,20065964.0,32.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-04-28,11:45:00,2021-04-28 11:45:00,QUEENS,11435,40.696934,-73.80358,"(40.696934, -73.80358)",LIBERTY AVENUE,148 STREET,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,OVERSIZED VEHICLE,SEDAN,TRACTOR TRUCK DIESEL,4413693,11797999,C8539F36-A214-48CD-8044-2F201853BDC3,OCCUPANT,UNSPECIFIED,19973780.0,36.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-05-03,04:44:00,2021-05-03 04:44:00,NONE,,40.690907,-73.95542,"(40.690907, -73.95542)",BEDFORD AVENUE,,3.0,0.0,0,0,0,0,3,0,TRAFFIC CONTROL DISREGARDED,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4413007,11789060,063D35E3-F695-4A96-93C0-461BB542AEB2,OCCUPANT,INJURED,19968545.0,59.0,NOT EJECTED,CONSCIOUS,ENTIRE BODY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",AIR BAG DEPLOYED,NONE VISIBLE,PASSENGER,F,2021,MOTORIST
2021-09-19,16:30:00,2021-09-19 16:30:00,BRONX,10455,40.81698,-73.91625,"(40.81698, -73.91625)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,,4458972,11955314,19D5EFC8-3AC4-4F79-A3A3-A1761550C31F,OCCUPANT,UNSPECIFIED,20066216.0,60.0,,,,,,,REGISTRANT,F,2021,MOTORIST
2021-05-04,19:00:00,2021-05-04 19:00:00,QUEENS,11368,40.75612,-73.86238,"(40.75612, -73.86238)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,SEDAN,,4413362,11809043,1D8B3378-3A8D-43CF-A223-E05A43306915,OCCUPANT,UNSPECIFIED,19980256.0,24.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-05-04,16:05:00,2021-05-04 16:05:00,BROOKLYN,11239,40.650764,-73.88481,"(40.650764, -73.88481)",PENNSYLVANIA AVENUE,VANDALIA AVENUE,1.0,0.0,0,0,0,0,1,0,UNSPECIFIED,UNSPECIFIED,SEDAN,SEDAN,4413478,11858898,3B9401ED-3D3B-45D2-9634-6BB81881D636,OCCUPANT,UNSPECIFIED,20009795.0,47.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2022-03-28,07:12:00,2022-03-28 07:12:00,BROOKLYN,11212,40.66381,-73.91117,"(40.66381, -73.91117)",BRISTOL STREET,DUMONT AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INEXPERIENCE,OTHER VEHICULAR,BUS,SEDAN,4514654,12167535,3A9D6871-7962-45BD-82A2-7DF03F423F21,OCCUPANT,UNSPECIFIED,20188809.0,,,,,,,,REGISTRANT,,2022,MOTORIST
2021-09-20,07:25:00,2021-09-20 07:25:00,BROOKLYN,11218,40.632492,-73.97344,"(40.632492, -73.97344)",,,3.0,0.0,0,0,0,0,3,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,PICK-UP TRUCK,SEDAN,4459302,11956389,99493959-645B-44F0-A69C-D7C030C517C5,OCCUPANT,INJURED,20066822.0,47.0,NOT EJECTED,SHOCK,BACK,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,NONE VISIBLE,PASSENGER,F,2021,MOTORIST
2021-09-20,23:25:00,2021-09-20 23:25:00,NONE,,40.775646,-73.78627,"(40.775646, -73.78627)",26 AVENUE,,1.0,0.0,0,0,0,0,1,0,FELL ASLEEP,UNSPECIFIED,SEDAN,SEDAN,4459307,11957028,A2C9D51A-8A80-4728-924F-1099F7231692,OCCUPANT,UNSPECIFIED,20067194.0,40.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-09-20,09:20:00,2021-09-20 09:20:00,NONE,,40.585976,-73.93791,"(40.585976, -73.93791)",BELT PARKWAY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4459238,11956465,E7F649E1-96B0-40E1-9836-3E08134B4A1E,OCCUPANT,UNSPECIFIED,20066857.0,24.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2021,MOTORIST
2021-09-21,15:11:00,2021-09-21 15:11:00,BROOKLYN,11207,40.66278,-73.88086,"(40.66278, -73.88086)",LINDEN BOULEVARD,ASHFORD STREET,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4459664,11958368,C95EC831-7E24-429A-BC10-27D0012BAF72,OCCUPANT,UNSPECIFIED,20067968.0,63.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,F,2021,MOTORIST
2021-09-21,18:35:00,2021-09-21 18:35:00,BRONX,10455,40.815872,-73.89667,"(40.815872, -73.89667)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4460066,11960227,90612014-618F-400E-B31E-5AFA28792DE9,OCCUPANT,UNSPECIFIED,20069077.0,40.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2021,MOTORIST
2021-05-08,15:57:00,2021-05-08 15:57:00,BROOKLYN,11203,40.65836,-73.930084,"(40.65836, -73.930084)",EAST 51 STREET,WINTHROP STREET,1.0,0.0,0,0,1,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,BIKE,4415158,11838206,74759BBA-0DD8-4F46-B802-F73FB44B5064,OCCUPANT,UNSPECIFIED,19997474.0,62.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2021,MOTORIST
2021-05-09,04:20:00,2021-05-09 04:20:00,QUEENS,11420,40.666893,-73.80546,"(40.666893, -73.80546)",NORTH CONDUIT AVENUE,134 STREET,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,SEDAN,MOTORCYCLE,4414644,11825254,869B1090-021C-43C2-8753-853BF9D50158,OCCUPANT,UNSPECIFIED,19989840.0,,,,,,,,REGISTRANT,,2021,MOTORIST
2021-05-09,13:15:00,2021-05-09 13:15:00,BROOKLYN,11214,40.604885,-73.9987,"(40.604885, -73.9987)",,,0.0,0.0,0,0,0,0,0,0,PASSENGER DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4415024,11802089,7E33FE77-378A-464F-8EA3-95C6677C56A4,OCCUPANT,UNSPECIFIED,19976202.0,,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-12-21,06:51:00,2021-12-21 06:51:00,NONE,,40.583656,-73.98656,"(40.583656, -73.98656)",CROPSEY AVENUE,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,BUS,BUS,4488561,12067985,C1887471-B409-4D11-B9F8-43685895EEB3,OCCUPANT,UNSPECIFIED,20130995.0,43.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"ANY PERSON IN THE REAR OF A STATION WAGON, PICK-UP TRUCK, ALL PASSENGERS ON A BUS, ETC",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2021,MOTORIST
2021-09-22,08:30:00,2021-09-22 08:30:00,NONE,,40.708256,-73.78144,"(40.708256, -73.78144)",JAMAICA AVENUE,,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,TRACTOR TRUCK DIESEL,SEDAN,4459875,11959282,A4B80339-F631-4A83-9FAF-80EC23E20A10,OCCUPANT,UNSPECIFIED,20068499.0,59.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2021,MOTORIST
2021-05-14,23:29:00,2021-05-14 23:29:00,BRONX,10468,40.86248,-73.90958,"(40.86248, -73.90958)",,,1.0,0.0,0,0,0,0,1,0,UNSAFE LANE CHANGING,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,MOTORCYCLE,4416778,11676429,6A21E710-5C44-4CA2-B001-1AED6ED3BA11,OCCUPANT,UNSPECIFIED,19902964.0,43.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2021,MOTORIST
2021-05-11,10:19:00,2021-05-11 10:19:00,MANHATTAN,10007,40.714478,-74.01354,"(40.714478, -74.01354)",BARCLAY STREET,WEST STREET,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,BOX TRUCK,4415504,11757891,E00E6604-8271-4EC4-B783-DA36408F4B0B,OCCUPANT,UNSPECIFIED,19950489.0,23.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,RIGHT REAR PASSENGER OR MOTORCYCLE SIDECAR PASSENGER,UNKNOWN,DOES NOT APPLY,PASSENGER,F,2021,MOTORIST
2021-05-07,16:30:00,2021-05-07 16:30:00,MANHATTAN,10012,40.728065,-73.99896,"(40.728065, -73.99896)",LAGUARDIA PLACE,BLEECKER STREET,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,UNSPECIFIED,SEDAN,UNK,4416053,11745830,4E4A2F98-F0D4-4DFB-90B9-8AD2935CE839,OCCUPANT,UNSPECIFIED,19943610.0,49.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-05-12,14:12:00,2021-05-12 14:12:00,BROOKLYN,11207,40.659515,-73.89135,"(40.659515, -73.89135)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,BOX TRUCK,SEDAN,4416185,11859754,B6520697-A28C-42BC-8BD9-62E2B9AA43EC,OCCUPANT,UNSPECIFIED,20010297.0,30.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2021,MOTORIST
2021-05-12,14:05:00,2021-05-12 14:05:00,QUEENS,11416,40.6872,-73.84245,"(40.6872, -73.84245)",101 STREET,97 AVENUE,3.0,0.0,0,0,0,0,3,0,DRIVER INEXPERIENCE,UNSPECIFIED,SEDAN,SEDAN,4416036,11794268,8BBFA04F-0277-48EE-8335-9129C3D6A63F,OCCUPANT,INJURED,19971556.0,25.0,NOT EJECTED,CONSCIOUS,HEAD,"MIDDLE FRONT SEAT, OR PASSENGER LYING ACROSS A SEAT",LAP BELT & HARNESS,COMPLAINT OF PAIN OR NAUSEA,PASSENGER,F,2021,MOTORIST
2021-09-24,15:07:00,2021-09-24 15:07:00,BROOKLYN,11234,40.62877,-73.91825,"(40.62877, -73.91825)",EAST 73 STREET,RALPH AVENUE,1.0,0.0,1,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,,SEDAN,,4460573,11961618,4293D33E-7E77-47BA-B6A4-2717C2DC3D01,OCCUPANT,UNSPECIFIED,20069905.0,60.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,F,2021,MOTORIST
2021-05-15,11:05:00,2021-05-15 11:05:00,BRONX,10466,40.89408,-73.85951,"(40.89408, -73.85951)",,,1.0,0.0,0,0,0,0,1,0,UNSAFE SPEED,UNSPECIFIED,SEDAN,SEDAN,4416840,11838970,8F2964BD-D00D-4D63-BA35-BA5864A639B4,OCCUPANT,UNSPECIFIED,19997918.0,33.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,UNKNOWN,UNKNOWN,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2022-06-29,06:00:00,2022-06-29 06:00:00,QUEENS,11432,40.689735,-73.89033,"(40.689735, -73.89033)",VERMONT PLACE,ROBINSON PARKWAY,2.0,0.0,0,0,0,0,2,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4541766,12273357,B795EAD7-04E4-4058-8D4F-16E7D8A96F5A,OCCUPANT,UNSPECIFIED,20249347.0,46.0,,,,,,,REGISTRANT,M,2022,MOTORIST
2021-05-16,13:40:00,2021-05-16 13:40:00,BRONX,10462,40.83207,-73.84993,"(40.83207, -73.84993)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,,4417346,11837748,F52894F9-0866-4BDB-A2EF-7B486DF4E418,OCCUPANT,UNSPECIFIED,19997191.0,8.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"MIDDLE REAR SEAT, OR PASSENGER LYING ACROSS A SEAT",HARNESS,DOES NOT APPLY,PASSENGER,M,2021,MOTORIST
2021-03-13,01:00:00,2021-03-13 01:00:00,MANHATTAN,10022,40.76161,-73.97076,"(40.76161, -73.97076)",PARK AVENUE,EAST 57 STREET,1.0,0.0,0,0,0,0,1,0,UNSPECIFIED,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4417968,11760265,01293707-FE11-43C7-926B-B6CAEB48D459,OCCUPANT,INJURED,19951866.0,41.0,NOT EJECTED,CONSCIOUS,KNEE-LOWER LEG FOOT,DRIVER,LAP BELT,NONE VISIBLE,DRIVER,M,2021,MOTORIST
2021-05-16,17:05:00,2021-05-16 17:05:00,MANHATTAN,10035,40.797962,-73.937065,"(40.797962, -73.937065)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4417360,11785391,69DC73FC-D86D-4072-BF9F-0851A6CA88F9,OCCUPANT,UNSPECIFIED,19966448.0,29.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"LEFT REAR PASSENGER, OR REAR PASSENGER ON A BICYCLE, MOTORCYCLE, SNOWMOBILE",,DOES NOT APPLY,PASSENGER,M,2021,MOTORIST
2021-09-25,18:50:00,2021-09-25 18:50:00,MANHATTAN,10029,40.794365,-73.9397,"(40.794365, -73.9397)",,,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4461753,11965214,F183EBF1-0F5E-4F57-BF38-4584730515EF,OCCUPANT,UNSPECIFIED,20072004.0,34.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2021,MOTORIST
2021-12-01,01:50:00,2021-12-01 01:50:00,NONE,,40.837894,-73.88138,"(40.837894, -73.88138)",CROSS BRONX EXPY,,0.0,0.0,0,0,0,0,0,0,DRIVER INEXPERIENCE,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,BOX TRUCK,4489752,12072965,7216D1C6-A2FB-4310-80A3-D8B865D53950,OCCUPANT,UNSPECIFIED,20133821.0,35.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2021,MOTORIST
2021-05-18,07:10:00,2021-05-18 07:10:00,QUEENS,11429,40.707306,-73.75122,"(40.707306, -73.75122)",HOLLIS AVENUE,FRANCIS LEWIS BOULEVARD,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4417900,11858601,0B712023-85BB-4769-9E81-662E864DEC68,OCCUPANT,UNSPECIFIED,20009623.0,32.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"MIDDLE FRONT SEAT, OR PASSENGER LYING ACROSS A SEAT",UNKNOWN,DOES NOT APPLY,PASSENGER,F,2021,MOTORIST
2021-09-26,14:20:00,2021-09-26 14:20:00,NONE,,40.75999,-73.751945,"(40.75999, -73.751945)",CROSS ISLAND PARKWAY,,2.0,0.0,0,0,0,0,2,0,UNSPECIFIED,UNSPECIFIED,PICK-UP TRUCK,STATION WAGON/SPORT UTILITY VEHICLE,4461044,11963829,1C7906DF-6C5C-439A-A7BA-F93076CCC7A9,OCCUPANT,UNSPECIFIED,20071208.0,,,,,,,,REGISTRANT,U,2021,MOTORIST
2021-09-26,14:14:00,2021-09-26 14:14:00,BROOKLYN,11214,40.60309,-73.99262,"(40.60309, -73.99262)",BAY PARKWAY,84 STREET,1.0,0.0,0,0,1,0,0,0,UNSPECIFIED,UNSPECIFIED,4 DR SEDAN,BIKE,4461770,11965702,AA4C5667-1051-493B-B749-25FDA5E22E3A,BICYCLIST,INJURED,20072286.0,9.0,NOT EJECTED,CONSCIOUS,KNEE-LOWER LEG FOOT,DRIVER,,COMPLAINT OF PAIN OR NAUSEA,DRIVER,M,2021,CYCLIST
2021-09-26,09:28:00,2021-09-26 09:28:00,QUEENS,11374,40.73565,-73.856155,"(40.73565, -73.856155)",62 AVENUE,102 STREET,1.0,0.0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4461418,11963341,30F8B5D5-B7D2-4D21-BE05-FE5E6D0E381A,OCCUPANT,UNSPECIFIED,20070923.0,27.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,F,2021,MOTORIST
2021-09-27,20:42:00,2021-09-27 20:42:00,BROOKLYN,11229,40.607426,-73.94301,"(40.607426, -73.94301)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,TAXI,,4461711,11965653,36D580C9-9E13-4ABE-9A17-00F515305F1B,OCCUPANT,UNSPECIFIED,20072257.0,21.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,RIGHT REAR PASSENGER OR MOTORCYCLE SIDECAR PASSENGER,UNKNOWN,DOES NOT APPLY,PASSENGER,F,2021,MOTORIST
2021-09-27,15:30:00,2021-09-27 15:30:00,STATEN ISLAND,10304,40.62036,-74.08166,"(40.62036, -74.08166)",,,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4461612,11965452,A7D8D0E0-0E59-4628-B1C9-59547448B427,OCCUPANT,UNSPECIFIED,20072156.0,81.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-05-19,15:18:00,2021-05-19 15:18:00,QUEENS,11419,40.689445,-73.808716,"(40.689445, -73.808716)",VANWYCK EXPRESSWAY,106 AVENUE,2.0,0.0,0,0,0,0,2,0,PASSING TOO CLOSELY,UNSPECIFIED,SEDAN,SEDAN,4418616,11816351,CC25405A-A31A-4737-981C-9E9EBCC5C846,OCCUPANT,UNSPECIFIED,19984506.0,54.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-05-21,09:45:00,2021-05-21 09:45:00,BRONX,10457,40.85391,-73.89109,"(40.85391, -73.89109)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,BOX TRUCK,4418979,11807039,93B14E9B-6255-4083-8E66-CE5B0A3FB1DD,OCCUPANT,UNSPECIFIED,19979076.0,28.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-05-21,14:30:00,2021-05-21 14:30:00,BROOKLYN,11217,40.68122,-73.97542,"(40.68122, -73.97542)",,,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,FAILURE TO YIELD RIGHT-OF-WAY,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4419003,11771681,4070BBC8-1491-47F1-9291-A0AE1CC0791A,OCCUPANT,UNSPECIFIED,19958543.0,40.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-05-19,23:28:00,2021-05-19 23:28:00,BROOKLYN,11236,40.646923,-73.92019,"(40.646923, -73.92019)",RALPH AVENUE,BEVERLEY ROAD,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4418538,11845088,6738E069-1405-4F3C-8988-188C1B12F8BE,OCCUPANT,UNSPECIFIED,20001518.0,66.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-05-20,08:05:00,2021-05-20 08:05:00,NONE,,40.69613,-73.987114,"(40.69613, -73.987114)",TILLARY STREET,,1.0,0.0,0,0,0,0,1,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4418937,11782904,40A64BE2-2F23-4A9C-BC52-495A3C408C51,OCCUPANT,UNSPECIFIED,19964978.0,22.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2021,MOTORIST
2021-05-20,23:10:00,2021-05-20 23:10:00,NONE,,40.603188,-74.06724,"(40.603188, -74.06724)",STATEN ISLAND EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSAFE LANE CHANGING,TRACTOR TRUCK DIESEL,SEDAN,4418893,11806828,1C83B636-7055-4C42-A7D4-BD311D7DB787,OCCUPANT,UNSPECIFIED,19978964.0,30.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-05-21,18:50:00,2021-05-21 18:50:00,BRONX,10462,40.849957,-73.86468,"(40.849957, -73.86468)",,,1.0,0.0,0,0,0,0,1,0,PASSING TOO CLOSELY,UNSPECIFIED,SEDAN,MOPED,4418996,11794368,EFF2A4AE-3512-42F2-90DB-6C697126EFD8,OCCUPANT,UNSPECIFIED,19971620.0,33.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-05-19,17:10:00,2021-05-19 17:10:00,MANHATTAN,10036,40.75898,-73.99595,"(40.75898, -73.99595)",WEST 41 STREET,10 AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,BOX TRUCK,4418514,11754917,EE588080-AEBD-46BE-BAE3-5FCBCA04D88B,OCCUPANT,UNSPECIFIED,19948765.0,76.0,,,,,,,REGISTRANT,F,2021,MOTORIST
